paper_id,title,doi,openalex_id,semantic_scholar_id,pmid,pmcid,pubmed_url,pmc_url,status,source_used,pdf_path,landing_page_url,pdf_url,oa_status,license,error_message,secondary_status,secondary_error_message
REFINE-0076,Anatomical brain difference of subthreshold depression in young and middle-aged individuals,10.1016/j.nicl.2017.02.022,https://openalex.org/W2594330636,,28331801,PMC5345971,https://pubmed.ncbi.nlm.nih.gov/28331801/,https://pmc.ncbi.nlm.nih.gov/articles/PMC5345971/,publisher_403,none,data/pdfs/REFINE-0076.pdf,,https://doaj.org/article/cb598ab4a0bf42638ed0097b2ca19585,gold,cc-by-nc-nd,Publisher HTTP 403: doaj.org,pmc_fulltext_no_pdf,PMC full-text available but no downloadable PDF
REFINE-0077,Larger amygdala volume in first-degree relatives of patients with major depression,10.1016/j.nicl.2014.05.015,https://openalex.org/W1993859837,,25003028,PMC4081974,https://pubmed.ncbi.nlm.nih.gov/25003028/,https://pmc.ncbi.nlm.nih.gov/articles/PMC4081974/,publisher_403,none,data/pdfs/REFINE-0077.pdf,,https://doaj.org/article/16ee4742fbdc4bdb9d8c0ff7b797f338,gold,cc-by-nc-nd,Publisher HTTP 403: doaj.org,pmc_fulltext_no_pdf,PMC full-text available but no downloadable PDF
REFINE-0078,Common and distinct abnormal frontal-limbic system structural and functional patterns in patients with major depression and bipolar disorder,10.1016/j.nicl.2018.07.002,https://openalex.org/W2852918721,,30069426,PMC6067086,https://pubmed.ncbi.nlm.nih.gov/30069426/,https://pmc.ncbi.nlm.nih.gov/articles/PMC6067086/,publisher_403,none,data/pdfs/REFINE-0078.pdf,,https://doaj.org/article/7c6a48ce9ae44df58959e91fcc258663,gold,cc-by-nc-nd,Publisher HTTP 403: doaj.org,pmc_fulltext_no_pdf,PMC full-text available but no downloadable PDF
REFINE-0079,Prefrontal cortical abnormalities in currently depressed versus currently remitted patients with major depressive disorder,10.1016/j.neuroimage.2010.11.011,https://openalex.org/W2011658741,3c83098b561a0722497ad1c3dfc929da675a4ec0,21073959,PMC3020249,https://pubmed.ncbi.nlm.nih.gov/21073959/,https://pmc.ncbi.nlm.nih.gov/articles/PMC3020249/,pmc_fulltext_no_pdf,none,data/pdfs/REFINE-0079.pdf,https://www.ncbi.nlm.nih.gov/pmc/articles/3020249,,closed,,PMC full-text available as HTML; no downloadable PDF link found,pmc_fulltext_no_pdf,PMC full-text available but no downloadable PDF
REFINE-0080,Structural brain abnormalities in multiple sclerosis patients with major depression,10.1212/01.wnl.0000110316.12086.0c,https://openalex.org/W2149802110,fbada2efff05d38ed355b3ccb5cdfc1480ad2a23,,,,,publisher_403,none,data/pdfs/REFINE-0080.pdf,,https://doi.org/10.1212/01.wnl.0000110316.12086.0c,closed,,Publisher HTTP 403: doi.org,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0081,Biobehavioral threat sensitivity and amygdala volume: A twin neuroimaging study,10.1016/j.neuroimage.2018.10.065,https://openalex.org/W2898521385,3e3145f5c661ac532ad141bd3b1fad7e6bf04344,30394325,PMC6338499,https://pubmed.ncbi.nlm.nih.gov/30394325/,https://pmc.ncbi.nlm.nih.gov/articles/PMC6338499/,publisher_403,none,data/pdfs/REFINE-0081.pdf,,https://www.sciencedirect.com/science/article/am/pii/S1053811918320378,green,,Publisher HTTP 403: www.sciencedirect.com,pmc_pdf_not_found,PMCID found but no valid PDF URL from PMC OA service or page parsing
REFINE-0083,Correlation between neurochemical metabolism and memory function in adolescent patients with depression: A multi‐voxel 1H magnetic resonance spectroscopy study,10.1111/pcn.12372,https://openalex.org/W2267781481,9c4ba704489529f4c7c330d7fe9517bd4dec9bff,,,,,publisher_403,none,data/pdfs/REFINE-0083.pdf,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/pcn.12372,bronze,,Publisher HTTP 403: onlinelibrary.wiley.com,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0084,The relationship of anxious and depressive symptoms in Parkinson’s disease with voxel-based neuroanatomical and functional connectivity measures,10.1016/j.jad.2018.10.364,https://openalex.org/W2899770058,f0621f10024fe71970736a0af98726bdb8de75d7,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0084.pdf,https://doi.org/10.1016/j.jad.2018.10.364,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0085,Depressive disorder–associated microglia as a target for a personalized antidepressant approach,10.1016/j.biopsych.2023.07.002,https://openalex.org/W4386778831,a35e4c5edbf0a95b63cf06f9b2bebbdf7e648100,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0085.pdf,https://doi.org/10.1016/j.biopsych.2023.07.002,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0086,Depressogenic self-schemas are associated with smaller regional grey matter volume in never-depressed preadolescents,10.1016/j.nicl.2020.102422,https://openalex.org/W3084372675,c044de6abbee44861df0e6fae803c4901d5e0bc2,32949875,PMC7502366,https://pubmed.ncbi.nlm.nih.gov/32949875/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7502366/,publisher_403,none,data/pdfs/REFINE-0086.pdf,,https://www.sciencedirect.com/science/article/pii/S221315822030259X?via%3Dihub,gold,cc-by-nc-nd,Publisher HTTP 403: www.sciencedirect.com,pmc_fulltext_no_pdf,PMC full-text available but no downloadable PDF
REFINE-0087,Elevated amygdala perfusion mediates developmental sex differences in trait anxiety,10.1016/j.biopsych.2016.04.021,https://openalex.org/W2346055880,7f7ce45eb9773c8c71206f80b172968c855a378c,27395327,PMC5074881,https://pubmed.ncbi.nlm.nih.gov/27395327/,https://pmc.ncbi.nlm.nih.gov/articles/PMC5074881/,pmc_fulltext_no_pdf,none,data/pdfs/REFINE-0087.pdf,https://www.ncbi.nlm.nih.gov/pmc/articles/5074881,,closed,,PMC full-text available as HTML; no downloadable PDF link found,pmc_fulltext_no_pdf,PMC full-text available but no downloadable PDF
REFINE-0089,The D-allele of ACE insertion/deletion polymorphism is associated with regional white matter volume changes and cognitive impairment in remitted geriatric depression,10.1016/j.neulet.2010.05.076,https://openalex.org/W2007843254,6dea8eb88fee83660624489e197bec8da142db6c,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0089.pdf,https://doi.org/10.1016/j.neulet.2010.05.076,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0090,Comparison of regional gray matter volume abnormalities in Alzheimer’s disease and late life depression with hippocampal atrophy using VSRAD analysis: A voxel-based morphometry study,10.1016/j.pscychresns.2015.01.018,https://openalex.org/W1974710550,e77b275ab5a445de2afc16353caf3b2b6aee2cea,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0090.pdf,https://doi.org/10.1016/j.pscychresns.2015.01.018,,hybrid,cc-by-nc-nd,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0091,Regional gray matter reductions are associated with genetic liability for anxiety and depression: An MRI twin study,10.1016/j.jad.2013.01.019,https://openalex.org/W2052820737,,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0091.pdf,https://doi.org/10.1016/j.jad.2013.01.019,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0092,Cerebral amyloid accumulation is associated with distinct structural and functional alterations in the brain of depressed elders with mild cognitive impairment,10.1016/j.jad.2020.12.049,https://openalex.org/W3111233115,e771c208b2a85784248e5d180d2f3eb4dd73ee14,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0092.pdf,https://doi.org/10.1016/j.jad.2020.12.049,,hybrid,cc-by-nc-nd,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0093,The effect of trait anxiety on risk‐taking: Functional coupling between right hippocampus and left insula,10.1111/psyp.13629,https://openalex.org/W3042157738,1de04cd57e327cab32126f9476db3543bda60852,,,,,publisher_403,none,data/pdfs/REFINE-0093.pdf,,https://doi.org/10.1111/psyp.13629,closed,,Publisher HTTP 403: doi.org,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0094,"Right dorsolateral prefrontal cortex volumetric reduction is associated with antidepressant effect of low-dose ketamine infusion: A randomized, double-blind, midazolam-controlled PET-MRI clinical trial",10.1016/j.jad.2023.05.024,https://openalex.org/W4376142538,5c055468ec9d990eeefecbab42a249cd9e439165,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0094.pdf,https://doi.org/10.1016/j.jad.2023.05.024,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0095,Altered gray matter volume and white matter integrity in college students with mobile phone dependence,,https://openalex.org/W4327672398,,,,,,downloaded,openalex,data/pdfs/REFINE-0095.pdf,,https://doras.dcu.ie/28544/1/Speculative%20Futures%20on%20ChatGPT%202023.pdf,green,,,,
REFINE-0096,Male elderly subthreshold depression patients have smaller volume of medial part of prefrontal cortex and precentral gyrus compared with age-matched normal subjects: A voxel-based morphometry,10.1016/j.jad.2005.08.003,https://openalex.org/W2053859325,c1d4156638b402b483aba45623fe840bfee09a9e,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0096.pdf,https://doi.org/10.1016/j.jad.2005.08.003,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0097,Neuroinflammation in the amygdala is associated with recent depressive symptoms,10.1016/j.bpsc.2023.04.011,https://openalex.org/W4375951805,51e5b3da6521d3027eeb3e47c09d0ff44c34bf4a,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0097.pdf,https://doi.org/10.1016/j.bpsc.2023.04.011,,hybrid,cc-by-nc-nd,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0098,"A subtle grey-matter increase in first-episode, drug-naive major depressive disorder with panic disorder after 6 weeks’ duloxetine therapy",10.1017/s1461145710000829,https://openalex.org/W2104362470,378580283f7f4ab2a760926264a53270bf3379b7,,,,,publisher_403,none,data/pdfs/REFINE-0098.pdf,,https://academic.oup.com/ijnp/article-pdf/14/2/225/2049981/14-2-225.pdf,bronze,,Publisher HTTP 403: academic.oup.com,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0099,The brain-derived neurotrophic factor VAL66MET polymorphism and cerebral white matter hyperintensities in late-life depression,10.1097/jgp.0b013e3181591c30,https://openalex.org/W2084955561,15db46930af2879fc336a765e1928ac781ef8813,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0099.pdf,https://doi.org/10.1097/jgp.0b013e3181591c30,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0100,Biophysical mechanisms of electroconvulsive therapy-induced volume expansion in the medial temporal lobe: A longitudinal in vivo human imaging study,10.1016/j.brs.2021.06.011,https://openalex.org/W3174186083,93087c2ebfae72e9b6ce95a0a9780a2151d97608,34182182,PMC8474653,https://pubmed.ncbi.nlm.nih.gov/34182182/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8474653/,publisher_403,none,data/pdfs/REFINE-0100.pdf,,https://doaj.org/article/b788e1c8ec27496db0ef056ba50a36ad,gold,,Publisher HTTP 403: doaj.org,pmc_fulltext_no_pdf,PMC full-text available but no downloadable PDF
REFINE-0101,Multimodal MRI markers support a model of small vessel ischemia for depressive symptoms in very old adults,10.1016/j.pscychresns.2014.08.009,https://openalex.org/W2008699122,4db4fbcb21f32bc9b960e3c6170d753b7ad1fe50,25205441,PMC4195799,https://pubmed.ncbi.nlm.nih.gov/25205441/,https://pmc.ncbi.nlm.nih.gov/articles/PMC4195799/,publisher_403,none,data/pdfs/REFINE-0101.pdf,,https://escholarship.org/uc/item/3zm5f010,closed,,Publisher HTTP 403: escholarship.org,pmc_fulltext_no_pdf,PMC full-text available but no downloadable PDF
REFINE-0102,Alterations in brain grey matter structures in patients with Crohn’s disease and their correlation with psychological distress,10.1093/ecco-jcc/jjv057,https://openalex.org/W2130694546,8ab928470c50ca1836186287f8b3a396d1d2ad63,,,,,publisher_403,none,data/pdfs/REFINE-0102.pdf,,https://academic.oup.com/ecco-jcc/article-pdf/9/7/532/5137743/jjv057.pdf,bronze,,Publisher HTTP 403: academic.oup.com,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0103,Prefrontal cortex and amygdala anatomy in youth with persistent levels of harsh parenting practices and subclinical anxiety symptoms over time during childhood,10.1017/s0954579420001716,https://openalex.org/W3138223441,,,,,,downloaded,openalex_landing_page,data/pdfs/REFINE-0103.pdf,https://doi.org/10.1017/s0954579420001716,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/BD319B470C7D2DD990FB184E0728B5DA/S0954579420001716a.pdf/div-class-title-prefrontal-cortex-and-amygdala-anatomy-in-youth-with-persistent-levels-of-harsh-parenting-practices-and-subclinical-anxiety-symptoms-over-time-during-childhood-div.pdf,green,,,,
REFINE-0104,Cortical and subcortical abnormalities in late-onset depression with history of suicide attempts investigated with MRI and voxel-based morphometry,10.1177/0891988710363713,https://openalex.org/W2032639509,,,,,,publisher_403,none,data/pdfs/REFINE-0104.pdf,,https://doi.org/10.1177/0891988710363713,closed,,Publisher HTTP 403: doi.org,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0105,Smaller gray matter volume of hippocampus/parahippocampus in elderly people with subthreshold depression: A cross-sectional study,10.1186/s12888-016-0928-0,https://openalex.org/W2471127991,,,,,,downloaded,openalex_landing_page,data/pdfs/REFINE-0105.pdf,https://doi.org/10.1186/s12888-016-0928-0,https://link.springer.com/content/pdf/10.1186/s12888-016-0928-0.pdf,gold,cc-by,,,
REFINE-0106,Effect of childhood physical abuse on social anxiety is mediated via reduced frontal lobe and amygdala-hippocampus complex volume in adult clinical high-risk subjects,10.1016/j.schres.2020.05.041,https://openalex.org/W3027713587,2bbe3f204476ee2062f7898375b53d127e7bc8eb,,,,,repository_landing_page,none,data/pdfs/REFINE-0106.pdf,https://hdl.handle.net/21.11116/0000-0012-EEDF-6,,closed,,Repository landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0107,Combined treatment with escitalopram and memantine increases gray matter volume and cortical thickness compared to escitalopram and placebo in a pilot study of geriatric depression,10.1016/j.jad.2020.05.092,https://openalex.org/W3027030318,9b22e5ce143b7ff22c05b7c05ca2a4caee092bb0,32663977,PMC7368564,https://pubmed.ncbi.nlm.nih.gov/32663977/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7368564/,publisher_403,none,data/pdfs/REFINE-0107.pdf,,https://escholarship.org/uc/item/8x26r86j,green,,Publisher HTTP 403: escholarship.org,pmc_fulltext_no_pdf,PMC full-text available but no downloadable PDF
REFINE-0108,Somatostatin receptor subtype 4 activation is involved in anxiety and depression-like behavior in mouse models,10.1016/j.neuropharm.2015.09.021,https://openalex.org/W1672881755,114851896ade1b63616521ca2600ab022e35bd29,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0108.pdf,https://doi.org/10.1016/j.neuropharm.2015.09.021,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0109,No consistent difference in gray matter volume between individuals with fibromyalgia and age-matched healthy subjects when controlling for affective disorder,10.1016/j.pain.2009.03.017,https://openalex.org/W2053355176,ddd0c7786443c14408e7d01ff1bf5542b20ddda8,19375224,PMC2719961,https://pubmed.ncbi.nlm.nih.gov/19375224/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2719961/,pmc_fulltext_no_pdf,none,data/pdfs/REFINE-0109.pdf,https://www.ncbi.nlm.nih.gov/pmc/articles/2719961,,green,,PMC full-text available as HTML; no downloadable PDF link found,pmc_fulltext_no_pdf,PMC full-text available but no downloadable PDF
REFINE-0110,Subcortical white matter lesions and functional impairment in geriatric depression,10.1002/da.1081,https://openalex.org/W2071879589,7029dc1a30678c22098576862d9d9e5a3628b2d8,,,,,publisher_403,none,data/pdfs/REFINE-0110.pdf,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/da.1081,bronze,,Publisher HTTP 403: onlinelibrary.wiley.com,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0111,Association of electroconvulsive therapy-induced structural plasticity with clinical remission,10.1016/j.pnpbp.2021.110286,https://openalex.org/W3129340790,da031a023caee4ce3363a5c3f1311a20a4d86777,,,,,publisher_403,none,data/pdfs/REFINE-0111.pdf,,https://www.sciencedirect.com/science/article/am/pii/S0278584621000452,closed,,Publisher HTTP 403: www.sciencedirect.com,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0112,Gray matter regions statistically mediating the cross‐sectional association of eotaxin and set‐shifting among older adults with major depressive disorder,10.1002/gps.4585,https://openalex.org/W2523488782,a19d6a3b67d9c253f7df1c8677b3fa88f2a9e337,27645461,PMC5846473,https://pubmed.ncbi.nlm.nih.gov/27645461/,https://pmc.ncbi.nlm.nih.gov/articles/PMC5846473/,publisher_403,none,data/pdfs/REFINE-0112.pdf,,https://doi.org/10.1002/gps.4585,green,,Publisher HTTP 403: doi.org,pmc_fulltext_no_pdf,PMC full-text available but no downloadable PDF
REFINE-0113,Decreased hippocampal volume in healthy girls at risk of depression,10.1001/archgenpsychiatry.2009.202,https://openalex.org/W2155962001,5f69aa9cce436683a0b956093d66e901833ba673,20194827,PMC2845291,https://pubmed.ncbi.nlm.nih.gov/20194827/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2845291/,publisher_403,none,data/pdfs/REFINE-0113.pdf,,https://doi.org/10.1001/archgenpsychiatry.2009.202,green,,Publisher HTTP 403: doi.org,pmc_fulltext_no_pdf,PMC full-text available but no downloadable PDF
REFINE-0114,Increased Brain Gray Matter in the Primary Somatosensory Cortex is Associated with Increased Pain and Mood Disturbance in Patients with Interstitial Cystitis/Painful Bladder Syndrome,10.1016/j.juro.2014.08.042,https://openalex.org/W2167779991,cfcdfdecfdf8bd3fa6bbdece934411b9aa622f62,25132239,PMC4435781,https://pubmed.ncbi.nlm.nih.gov/25132239/,https://pmc.ncbi.nlm.nih.gov/articles/PMC4435781/,publisher_403,none,data/pdfs/REFINE-0114.pdf,,https://doi.org/10.1016/j.juro.2014.08.042,closed,,Publisher HTTP 403: doi.org,pmc_fulltext_no_pdf,PMC full-text available but no downloadable PDF
REFINE-0115,Maternal depression during pregnancy alters infant subcortical and midbrain volumes,10.1016/j.jad.2021.05.008,https://openalex.org/W3162424830,2e9b1bac030a0498850726dbea88190ecb38ed7e,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0115.pdf,https://doi.org/10.1016/j.jad.2021.05.008,,hybrid,cc-by,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0116,Metabolic compensation and depression in Alzheimer’s disease,10.1159/000257761,https://openalex.org/W1986068184,17a7ae1d44ccf1e4421ca97eadb9d1f79c31d34b,,,,,publisher_403,none,data/pdfs/REFINE-0116.pdf,,https://doi.org/10.1159/000257761,closed,,Publisher HTTP 403: doi.org,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0117,Vertex-wise examination of depressive symptom dimensions and brain volumes in older adults,10.1016/j.pscychresns.2016.12.008,https://openalex.org/W2561259690,b1f6d9591196c9e7d39b8f7d0e7a23112bdea58f,28039796,PMC5272855,https://pubmed.ncbi.nlm.nih.gov/28039796/,https://pmc.ncbi.nlm.nih.gov/articles/PMC5272855/,publisher_403,none,data/pdfs/REFINE-0117.pdf,,https://www.sciencedirect.com/science/article/am/pii/S0925492716300798,closed,,Publisher HTTP 403: www.sciencedirect.com,pmc_fulltext_no_pdf,PMC full-text available but no downloadable PDF
REFINE-0118,Cortical thinning in preschoolers with maladaptive guilt,10.1016/j.pscychresns.2020.111195,https://openalex.org/W3087333225,0cfe4137a6e8e13373629c3a698c38da2fc4a845,33045581,PMC9245198,https://pubmed.ncbi.nlm.nih.gov/33045581/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9245198/,pmc_pdf_not_found,none,data/pdfs/REFINE-0118.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC9245198/,,green,,PMCID found but no valid PDF URL from PMC OA service or page parsing,pmc_pdf_not_found,PMCID found but no valid PDF URL from PMC OA service or page parsing
REFINE-0119,Evaluating the effect of birth weight on brain volumes and depression: An observational and genetic study using UK Biobank cohort,10.1192/j.eurpsy.2020.74,https://openalex.org/W3044225031,,,,,,downloaded,openalex,data/pdfs/REFINE-0119.pdf,,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/B20B290633B7652A42DD8E222B605F3C/S0924933820000747a.pdf/div-class-title-evaluating-the-effect-of-birth-weight-on-brain-volumes-and-depression-an-observational-and-genetic-study-using-uk-biobank-cohort-div.pdf,gold,cc-by,,,
REFINE-0120,Influence of the MTHFR C677T polymorphism on magnetic resonance imaging hyperintensity volume and cognition in geriatric depression,10.1097/jgp.0b013e3181aad5b2,https://openalex.org/W2166385125,b32d460d87bcf6ffe51d9a0aadff3ced3a7267b3,19910873,PMC2805265,https://pubmed.ncbi.nlm.nih.gov/19910873/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2805265/,pmc_fulltext_no_pdf,none,data/pdfs/REFINE-0120.pdf,https://www.ncbi.nlm.nih.gov/pmc/articles/2805265,,green,,PMC full-text available as HTML; no downloadable PDF link found,pmc_fulltext_no_pdf,PMC full-text available but no downloadable PDF
REFINE-0121,Identification of specific neural circuit underlying the key cognitive deficit of remitted late-onset depression: A multi-modal MRI and machine learning study,10.1016/j.pnpbp.2020.110192,https://openalex.org/W3113111269,eb10954605fab5042e03eba9d811b64377ead0ec,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0121.pdf,https://doi.org/10.1016/j.pnpbp.2020.110192,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0122,Regional gray matter abnormalities in pre-adolescent binge eating disorder: A voxel-based morphometry study,10.1016/j.psychres.2022.114473,https://openalex.org/W4213145343,56a614a3756417e59b10740da490550588df4d68,,,,,publisher_403,none,data/pdfs/REFINE-0122.pdf,,http://manuscript.elsevier.com/S0165178122000877/pdf/S0165178122000877.pdf,closed,,Publisher HTTP 403: manuscript.elsevier.com,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0123,Combined analysis of grey matter voxel-based morphometry and white matter tract-based spatial statistics in late-life bipolar disorder,10.1503/jpn.100140,https://openalex.org/W2162250733,,,,,,downloaded,openalex,data/pdfs/REFINE-0123.pdf,,https://iris.unil.ch/bitstreams/a3ce53a7-424d-441c-913e-79a978cd4426/download,bronze,,,,
REFINE-0124,Preliminary results from a pilot study examining brain structure in older adult cannabis users and nonusers,10.1016/j.pscychresns.2019.02.001,https://openalex.org/W2914359901,9370498258b3951e6938146baa25d8f94538b2f7,30785022,PMC6450383,https://pubmed.ncbi.nlm.nih.gov/30785022/,https://pmc.ncbi.nlm.nih.gov/articles/PMC6450383/,invalid_pdf,none,data/pdfs/REFINE-0124.pdf,https://www.colorado.gov/pacific/sites/default/files/MED%20Equivalency_Final%2008102015.pdf,,closed,,HTTP 503,invalid_pdf,HTTP 503
REFINE-0125,Gray matter volume of rostral anterior cingulate cortex predicts rapid antidepressant response to ketamine,10.1016/j.euroneuro.2020.11.017,https://openalex.org/W3112100960,86f014a78b2586a9d7a580cf993e8b3aac7b5cf6,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0125.pdf,https://doi.org/10.1016/j.euroneuro.2020.11.017,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0126,Structural brain differences predict early traumatic memory processing,10.1111/psyp.13354,https://openalex.org/W2919476658,3cd32cd37372137390d2d8ae0e2efa4b52c61216,,,,,publisher_403,none,data/pdfs/REFINE-0126.pdf,,https://doi.org/10.1111/psyp.13354,closed,,Publisher HTTP 403: doi.org,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0127,The neuroanatomy of subthreshold depressive symptoms in Huntington’s disease: A combined diffusion tensor imaging (DTI) and voxel-based morphometry (VBM) study,10.1017/s003329171300247x,https://openalex.org/W2042666352,,,,,,downloaded,openalex_landing_page,data/pdfs/REFINE-0127.pdf,https://doi.org/10.1017/s003329171300247x,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/441013A631AC7FF8F943ABC3F1A670E6/S003329171300247Xa.pdf/div-class-title-the-neuroanatomy-of-subthreshold-depressive-symptoms-in-huntington-s-disease-a-combined-diffusion-tensor-imaging-dti-and-voxel-based-morphometry-vbm-study-div.pdf,green,other-oa,,,
REFINE-0128,Gray matter anomalies in anterior cingulate cortex as a correlate of depressive symptoms in drug-naïve idiopathic restless legs syndrome,10.1016/j.neuroscience.2014.06.045,https://openalex.org/W2053591966,37282cfb00d37d4eb2a5a5fd26414d0f672e53e9,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0128.pdf,https://doi.org/10.1016/j.neuroscience.2014.06.045,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0129,"Epidemiology of MRI-defined vascular depression: A longitudinal, community-based study in Korean elders",10.1016/j.jad.2015.04.008,https://openalex.org/W2152209257,378708a381c5af5d82e0eeea97b47c41f51147c1,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0129.pdf,https://doi.org/10.1016/j.jad.2015.04.008,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0130,Subjectivity of the anomalous sense of self is represented in gray matter volume in the brain,10.3389/fnhum.2017.00232,https://openalex.org/W2612533737,,,,,,downloaded,openalex,data/pdfs/REFINE-0130.pdf,,https://www.frontiersin.org/articles/10.3389/fnhum.2017.00232/pdf,gold,cc-by,,,
REFINE-0131,Cross-sectional and longitudinal relationships between depressive symptoms and brain atrophy in MS patients,10.3389/fnhum.2016.00622,https://openalex.org/W2554963512,,,,,,downloaded,openalex,data/pdfs/REFINE-0131.pdf,,https://www.frontiersin.org/articles/10.3389/fnhum.2016.00622/pdf,gold,cc-by,,,
REFINE-0132,Reduced cerebral blood flow within the default-mode network and within total gray matter in major depression,10.1089/brain.2012.0101,https://openalex.org/W2085051507,7a3d8b16893b740580cc9358e3c824eb129a21ed,,,,,publisher_403,none,data/pdfs/REFINE-0132.pdf,,https://doi.org/10.1089/brain.2012.0101,closed,,Publisher HTTP 403: doi.org,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0133,Influence of the topography of brain damage on depression and fatigue in patients with multiple sclerosis,10.1177/1352458513493684,https://openalex.org/W2110663472,b91892d1dae82a2187182b112de7afb9cc589081,,,,,publisher_403,none,data/pdfs/REFINE-0133.pdf,,https://doi.org/10.1177/1352458513493684,closed,,Publisher HTTP 403: doi.org,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0134,Neural correlates of the association between depression and high density lipoprotein cholesterol change,10.1016/j.jpsychires.2020.07.012,https://openalex.org/W3045960987,6469d6ccaab45294c14007b4ea893b754046da82,,,,,landing_page_unresolved,none,data/pdfs/REFINE-0134.pdf,https://doi.org/10.1016/j.jpsychires.2020.07.012,,closed,,DOI landing page unresolved,pubmed_not_found,No PubMed/PMC record found from DOI/title
REFINE-0135,Perfectionism mediated the relationship between brain structure variation and negative emotion in a nonclinical sample,10.3758/s13415-016-0474-8,https://openalex.org/W2559352223,,,,,,downloaded,openalex,data/pdfs/REFINE-0135.pdf,,https://link.springer.com/content/pdf/10.3758/s13415-016-0474-8.pdf,bronze,,,,
REFINE-0136,The neural substrates responsible for how trait anxiety affects delay discounting: Right hippocampal and cerebellar connectivity with bistable right inferior parietal lobule,10.1111/psyp.13495,https://openalex.org/W2981928855,8170b25df53bc4914f0a4c6ddb6efbedc75fc187,,,,,publisher_403,none,data/pdfs/REFINE-0136.pdf,,https://doi.org/10.1111/psyp.13495,closed,,Publisher HTTP 403: doi.org,pubmed_not_found,No PubMed/PMC record found from DOI/title
