paper_id,expected_title,doi,pdf_path,manifest_status,source_used,pdf_url,extracted_title_or_first_text,title_similarity,doi_found_in_pdf,audit_status,reason
REFINE-0117,Vertex-wise examination of depressive symptom dimensions and brain volumes in older adults,10.1016/j.pscychresns.2016.12.008,data/pdfs/REFINE-0117.pdf,publisher_403,none,https://www.sciencedirect.com/science/article/am/pii/S0925492716300798,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0118,Cortical thinning in preschoolers with maladaptive guilt,10.1016/j.pscychresns.2020.111195,data/pdfs/REFINE-0118.pdf,pmc_pdf_not_found,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0119,Evaluating the effect of birth weight on brain volumes and depression: An observational and genetic study using UK Biobank cohort,10.1192/j.eurpsy.2020.74,data/pdfs/REFINE-0119.pdf,downloaded,openalex,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/B20B290633B7652A42DD8E222B605F3C/S0924933820000747a.pdf/div-class-title-evaluating-the-effect-of-birth-weight-on-brain-volumes-and-depression-an-observational-and-genetic-study-using-uk-biobank-cohort-div.pdf,Evaluating the effect of birth weight on brain,100.0,10.1192/j.eurpsy.2020.74,validated,DOI 10.1192/j.eurpsy.2020.74 found in PDF matches expected DOI 10.1192/j.eurpsy.2020.74
REFINE-0120,Influence of the MTHFR C677T polymorphism on magnetic resonance imaging hyperintensity volume and cognition in geriatric depression,10.1097/jgp.0b013e3181aad5b2,data/pdfs/REFINE-0120.pdf,pmc_fulltext_no_pdf,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0121,Identification of specific neural circuit underlying the key cognitive deficit of remitted late-onset depression: A multi-modal MRI and machine learning study,10.1016/j.pnpbp.2020.110192,data/pdfs/REFINE-0121.pdf,landing_page_unresolved,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0122,Regional gray matter abnormalities in pre-adolescent binge eating disorder: A voxel-based morphometry study,10.1016/j.psychres.2022.114473,data/pdfs/REFINE-0122.pdf,publisher_403,none,http://manuscript.elsevier.com/S0165178122000877/pdf/S0165178122000877.pdf,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0123,Combined analysis of grey matter voxel-based morphometry and white matter tract-based spatial statistics in late-life bipolar disorder,10.1503/jpn.100140,data/pdfs/REFINE-0123.pdf,downloaded,openalex,https://iris.unil.ch/bitstreams/a3ce53a7-424d-441c-913e-79a978cd4426/download,statistics in late-life bipolar disorder,100.0,,validated,Title similarity 100.0% >= 85% threshold
REFINE-0124,Preliminary results from a pilot study examining brain structure in older adult cannabis users and nonusers,10.1016/j.pscychresns.2019.02.001,data/pdfs/REFINE-0124.pdf,invalid_pdf,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0125,Gray matter volume of rostral anterior cingulate cortex predicts rapid antidepressant response to ketamine,10.1016/j.euroneuro.2020.11.017,data/pdfs/REFINE-0125.pdf,landing_page_unresolved,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0126,Structural brain differences predict early traumatic memory processing,10.1111/psyp.13354,data/pdfs/REFINE-0126.pdf,publisher_403,none,https://doi.org/10.1111/psyp.13354,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0127,The neuroanatomy of subthreshold depressive symptoms in Huntington’s disease: A combined diffusion tensor imaging (DTI) and voxel-based morphometry (VBM) study,10.1017/s003329171300247x,data/pdfs/REFINE-0127.pdf,downloaded,openalex_landing_page,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/441013A631AC7FF8F943ABC3F1A670E6/S003329171300247Xa.pdf/div-class-title-the-neuroanatomy-of-subthreshold-depressive-symptoms-in-huntington-s-disease-a-combined-diffusion-tensor-imaging-dti-and-voxel-based-morphometry-vbm-study-div.pdf,The neuroanatomy of subthreshold depressive,100.0,10.1017/S003329171300247X,validated,DOI 10.1017/S003329171300247X found in PDF matches expected DOI 10.1017/s003329171300247x
REFINE-0128,Gray matter anomalies in anterior cingulate cortex as a correlate of depressive symptoms in drug-naïve idiopathic restless legs syndrome,10.1016/j.neuroscience.2014.06.045,data/pdfs/REFINE-0128.pdf,landing_page_unresolved,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0129,"Epidemiology of MRI-defined vascular depression: A longitudinal, community-based study in Korean elders",10.1016/j.jad.2015.04.008,data/pdfs/REFINE-0129.pdf,landing_page_unresolved,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0130,Subjectivity of the anomalous sense of self is represented in gray matter volume in the brain,10.3389/fnhum.2017.00232,data/pdfs/REFINE-0130.pdf,downloaded,openalex,https://www.frontiersin.org/articles/10.3389/fnhum.2017.00232/pdf,Subjectivity of the Anomalous Sense,100.0,10.3389/fnhum.2017.00232,validated,DOI 10.3389/fnhum.2017.00232 found in PDF matches expected DOI 10.3389/fnhum.2017.00232
REFINE-0131,Cross-sectional and longitudinal relationships between depressive symptoms and brain atrophy in MS patients,10.3389/fnhum.2016.00622,data/pdfs/REFINE-0131.pdf,downloaded,openalex,https://www.frontiersin.org/articles/10.3389/fnhum.2016.00622/pdf,Cross-Sectional and Longitudinal,100.0,10.3389/fnhum.2016.00622,validated,DOI 10.3389/fnhum.2016.00622 found in PDF matches expected DOI 10.3389/fnhum.2016.00622
REFINE-0132,Reduced cerebral blood flow within the default-mode network and within total gray matter in major depression,10.1089/brain.2012.0101,data/pdfs/REFINE-0132.pdf,publisher_403,none,https://doi.org/10.1089/brain.2012.0101,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0133,Influence of the topography of brain damage on depression and fatigue in patients with multiple sclerosis,10.1177/1352458513493684,data/pdfs/REFINE-0133.pdf,publisher_403,none,https://doi.org/10.1177/1352458513493684,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0134,Neural correlates of the association between depression and high density lipoprotein cholesterol change,10.1016/j.jpsychires.2020.07.012,data/pdfs/REFINE-0134.pdf,landing_page_unresolved,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0135,Perfectionism mediated the relationship between brain structure variation and negative emotion in a nonclinical sample,10.3758/s13415-016-0474-8,data/pdfs/REFINE-0135.pdf,downloaded,openalex,https://link.springer.com/content/pdf/10.3758/s13415-016-0474-8.pdf,Perfectionism mediated the relationship between brain structure,100.0,10.3758/s13415-016-0474-8,validated,DOI 10.3758/s13415-016-0474-8 found in PDF matches expected DOI 10.3758/s13415-016-0474-8
REFINE-0136,The neural substrates responsible for how trait anxiety affects delay discounting: Right hippocampal and cerebellar connectivity with bistable right inferior parietal lobule,10.1111/psyp.13495,data/pdfs/REFINE-0136.pdf,publisher_403,none,https://doi.org/10.1111/psyp.13495,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0137,Maternal prenatal lead levels and neonatal brain volumes: Testing moderations by maternal depressive symptoms and family income,10.1016/j.ntt.2024.107322,data/pdfs/REFINE-0137.pdf,publisher_403,none,https://www.sciencedirect.com/science/article/am/pii/S0892036224000047,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0138,Neuro-transcriptomic signatures for mood disorder morbidity and suicide mortality,10.1016/j.jpsychires.2020.05.013,data/pdfs/REFINE-0138.pdf,downloaded,semantic_scholar,https://www.biorxiv.org/content/biorxiv/early/2020/01/27/762492.full.pdf,Neuro-transcriptomic signatures for mood disorder morbidity and suicide mortality,100.0,10.1101/762492doi:,validated,Title similarity 100.0% >= 85% threshold
REFINE-0139,Structural and functional differences in the cingulate cortex relate to disease severity in anorexia nervosa,,data/pdfs/REFINE-0139.pdf,publisher_403,none,https://doaj.org/article/79d73bd530974f10ad5c4112dd8c19f1,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0140,In vivo relationship between serotonin 1A receptor binding and gray matter volume in the healthy brain and in major depressive disorder,10.1007/s00429-018-1649-6,data/pdfs/REFINE-0140.pdf,pmc_fulltext_no_pdf,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0141,Biochemical abnormalities of the medial temporal lobe and medial prefrontal cortex in late-life depression,10.1016/j.pscychresns.2008.07.001,data/pdfs/REFINE-0141.pdf,invalid_pdf_title_mismatch,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0142,Brain structural correlates of depressive symptoms in Parkinson’s disease patients at different disease stage,10.1016/j.pscychresns.2019.111029,data/pdfs/REFINE-0142.pdf,landing_page_unresolved,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0143,Structural correlates of apathy in Alzheimer’s disease: a multimodal MRI study,10.1002/gps.4548,data/pdfs/REFINE-0143.pdf,publisher_403,none,https://doi.org/10.1002/gps.4548,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0144,Short-term group cognitive behavior therapy contributes to recovery from mild depression: Evidence from functional and structural MRI,10.1016/j.pscychresns.2016.04.010,data/pdfs/REFINE-0144.pdf,landing_page_unresolved,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0145,Subcortical lesion severity and orbitofrontal cortex volume in geriatric depression,10.1016/s0006-3223(03)00063-5,data/pdfs/REFINE-0145.pdf,landing_page_unresolved,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0146,Imaging correlates of apathy and depression in Parkinson’s disease,10.1016/j.jns.2011.07.006,data/pdfs/REFINE-0146.pdf,landing_page_unresolved,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0147,Social cognition and frontal lobe pathology in schizophrenia: A voxel-based morphometric study,10.1016/j.neuroimage.2006.10.046,data/pdfs/REFINE-0147.pdf,landing_page_unresolved,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0148,Altered gray matter volumes in post-stroke depressive patients after subcortical stroke,10.1016/j.nicl.2020.102224,data/pdfs/REFINE-0148.pdf,publisher_403,none,https://doaj.org/article/14519b4fbc664537a590c87eaa24843f,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0149,Apoptotic Proteins in the Temporal Cortex in Schizophrenia: High Bax/Bcl-2 Ratio Without Caspase-3 Activation,10.1176/appi.ajp.161.1.109,data/pdfs/REFINE-0149.pdf,publisher_403,none,https://doi.org/10.1176/appi.ajp.161.1.109,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0150,Cortical thickness predicts the first onset of major depression in adolescence,10.1016/j.ijdevneu.2015.07.007,data/pdfs/REFINE-0150.pdf,publisher_403,none,https://doi.org/10.1016/j.ijdevneu.2015.07.007,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0151,Non-verbal emotion communication training induces specific changes in brain function and structure,10.3389/fnhum.2013.00648,data/pdfs/REFINE-0151.pdf,downloaded,openalex,https://www.frontiersin.org/articles/10.3389/fnhum.2013.00648/pdf,Non-verbal emotion communication training induces,100.0,10.3389/fnhum.2013.00648,validated,DOI 10.3389/fnhum.2013.00648 found in PDF matches expected DOI 10.3389/fnhum.2013.00648
REFINE-0152,Prepartum and postpartum maternal depressive symptoms are related to children’s brain structure in preschool,10.1016/j.biopsych.2015.12.004,data/pdfs/REFINE-0152.pdf,repository_landing_page,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0153,Cerebral Benzodiazepine Receptors in Depressed Patients Measured with [123I]iomazenil SPECT,10.1016/s0006-3223(02)01788-2,data/pdfs/REFINE-0153.pdf,landing_page_unresolved,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0154,"Brain hyperintensity location determines outcome in the triad of impaired cognition, physical health and depressive symptoms: A cohort study in late life",10.1016/j.archger.2015.10.004,data/pdfs/REFINE-0154.pdf,downloaded,semantic_scholar,https://www.pure.ed.ac.uk/ws/files/24726334/Murray_AD_et_al_Triad_AGG_2016.pdf,Brain hyperintensity location determines outcome in the triad of,100.0,10.1016/j.archger.2015.10.004,validated,DOI 10.1016/j.archger.2015.10.004 found in PDF matches expected DOI 10.1016/j.archger.2015.10.004
REFINE-0155,Orbitofrontal cortex grey matter volume is related to children’s depressive symptoms,10.1016/j.nicl.2020.102395,data/pdfs/REFINE-0155.pdf,publisher_403,none,https://doaj.org/article/41a205dd38754671a376c446b6f307f1,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0156,Dispositional mindfulness co-varies with smaller amygdala and caudate volumes in community adults,10.1371/journal.pone.0064574,data/pdfs/REFINE-0156.pdf,downloaded,openalex,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0064574&type=printable,Dispositional Mindfulness Co-Varies with Smaller,100.0,10.1371/journal.pone.0064574,validated,DOI 10.1371/journal.pone.0064574 found in PDF matches expected DOI 10.1371/journal.pone.0064574
REFINE-0157,Genetic patterning for child psychopathology is distinct from that for adults and implicates fetal cerebellar development,10.1038/s41593-023-01321-8,data/pdfs/REFINE-0157.pdf,downloaded,openalex_landing_page,https://static-content.springer.com/esm/art%3A10.1038%2Fs41593-023-01321-8/MediaObjects/41593_2023_1321_MOESM1_ESM.pdf,Genetic patterning for child,100.0,10.1038/s41593-023-01321-8,validated,DOI 10.1038/s41593-023-01321-8 found in PDF matches expected DOI 10.1038/s41593-023-01321-8
REFINE-0158,Subthreshold depression and regional brain volumes in young community adolescents,10.1016/j.jaac.2015.07.006,data/pdfs/REFINE-0158.pdf,pmc_fulltext_no_pdf,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0159,Depressive symptoms in cognitively unimpaired older adults are associated with lower structural and functional integrity in a frontolimbic network,10.1038/s41380-022-01772-8,data/pdfs/REFINE-0159.pdf,downloaded,openalex,https://www.nature.com/articles/s41380-022-01772-8.pdf,Depressive symptoms in cognitively unimpaired older adults,100.0,10.1038/s41380-022-01772-8,validated,DOI 10.1038/s41380-022-01772-8 found in PDF matches expected DOI 10.1038/s41380-022-01772-8
REFINE-0160,Cognitive-behavioral therapy increases prefrontal cortex gray matter in patients with chronic pain,10.1016/j.jpain.2013.07.020,data/pdfs/REFINE-0160.pdf,publisher_403,none,http://www.jpain.org/article/S1526590013011796/pdf,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0161,Reduced thalamic volume in men with antisocial personality disorder or schizophrenia and a history of serious violence and childhood abuse,10.1016/j.eurpsy.2012.03.002,data/pdfs/REFINE-0161.pdf,publisher_403,none,https://orca.cardiff.ac.uk/id/eprint/74589/,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0162,Morphometric changes of gray matter in Parkinson’s disease with depression: A voxel-based morphometry study,10.1002/mds.21765,data/pdfs/REFINE-0162.pdf,publisher_403,none,https://doi.org/10.1002/mds.21765,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0163,Depression is associated with hippocampal volume loss in adults with HIV,10.1002/hbm.25451,data/pdfs/REFINE-0163.pdf,publisher_403,none,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hbm.25451,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0164,Large-scale structural network change correlates with clinical response to rTMS in depression,10.1038/s41386-021-01256-3,data/pdfs/REFINE-0164.pdf,invalid_pdf,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0165,Tissue type-specific bioenergetic abnormalities in adults with major depression,10.1038/npp.2016.180,data/pdfs/REFINE-0165.pdf,invalid_pdf,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0166,Transient cognitive impairment and white matter hyperintensities in severely depressed older patients treated with electroconvulsive therapy,10.1016/j.jagp.2020.12.028,data/pdfs/REFINE-0166.pdf,downloaded,openalex,https://pure.amsterdamumc.nl/ws/files/201325390/Transient-cognitive-impairment-and-white-matter-hyperintensities-in-severely-depressed-older-patients-treated-with-elect.pdf,Transient Cognitive Impairment,100.0,10.1016/j.jagp.2020.12.028,validated,DOI 10.1016/j.jagp.2020.12.028 found in PDF matches expected DOI 10.1016/j.jagp.2020.12.028
REFINE-0167,Gray matter changes in late life depression—A structural MRI analysis,10.1038/sj.npp.1301655,data/pdfs/REFINE-0167.pdf,invalid_pdf,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0168,Impact of lingual gyrus volume on antidepressant response and neurocognitive functions in Major Depressive Disorder: A voxel-based morphometry study,10.1016/j.jad.2014.08.018,data/pdfs/REFINE-0168.pdf,publisher_403,none,https://nottingham-repository.worktribe.com/output/3794503,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0169,Prolactin mediates the relationship between regional gray matter volume and postpartum depression symptoms,10.1016/j.jad.2022.01.051,data/pdfs/REFINE-0169.pdf,landing_page_unresolved,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0170,"Clinical, cortical thickness and neural activity predictors of future affective lability in youth at risk for bipolar disorder: Initial discovery and independent sample replication",10.1038/s41380-018-0273-4,data/pdfs/REFINE-0170.pdf,pmc_pdf_not_found,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0171,"Structural deficits in the emotion circuit and cerebellum are associated with depression, anxiety and cognitive dysfunction in methadone maintenance patients: A voxel-based morphometric study",10.1016/j.pscychresns.2011.05.009,data/pdfs/REFINE-0171.pdf,landing_page_unresolved,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0172,Anterior cingulate volume predicts response to cognitive behavioral therapy in major depressive disorder,10.1016/j.jad.2014.12.009,data/pdfs/REFINE-0172.pdf,landing_page_unresolved,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0173,A specific pattern of gray matter atrophy in Alzheimer’s disease with depression,10.1007/s00415-017-8603-z,data/pdfs/REFINE-0173.pdf,repository_landing_page,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0174,Morphometric analysis of vascular pathology in the orbitofrontal cortex of older subjects with major depression,10.1002/gps.3911,data/pdfs/REFINE-0174.pdf,publisher_403,none,https://doi.org/10.1002/gps.3911,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0175,Astrocytic hypertrophy in anterior cingulate white matter of depressed suicides,10.1038/npp.2011.154,data/pdfs/REFINE-0175.pdf,invalid_pdf,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0176,Prefrontal-amygdala emotion regulation and depression in multiple sclerosis,10.1093/braincomms/fcac152,data/pdfs/REFINE-0176.pdf,publisher_403,none,https://academic.oup.com/braincomms/article-pdf/4/3/fcac152/44180628/fcac152.pdf,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0177,The development of depressogenic self-schemas: Associations with children’s regional grey matter volume in ventrolateral prefrontal cortex,10.1017/s0954579421000341,data/pdfs/REFINE-0177.pdf,downloaded,openalex_landing_page,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/CA15CA3B1571B7FB2CE001EA849E5064/S0954579421000341a.pdf/div-class-title-the-development-of-depressogenic-self-schemas-associations-with-children-s-regional-grey-matter-volume-in-ventrolateral-prefrontal-cortex-div.pdf,The development of depressogenic self-schemas: Associations with,100.0,10.1017/S0954579421000341,validated,DOI 10.1017/S0954579421000341 found in PDF matches expected DOI 10.1017/s0954579421000341
REFINE-0178,"Associations Between Daily Mood States and Brain Gray Matter Volume, Resting-State Functional Connectivity and Task-Based Activity in Healthy Adults",10.3389/fnhum.2018.00168,data/pdfs/REFINE-0178.pdf,downloaded,openalex,https://www.frontiersin.org/articles/10.3389/fnhum.2018.00168/pdf,published: 01 May 2018,38.1,10.3389/fnhum.2018.00168,validated,DOI 10.3389/fnhum.2018.00168 found in PDF matches expected DOI 10.3389/fnhum.2018.00168
REFINE-0179,Cortical thickness and VBM-DARTEL in late-life depression,10.1016/j.jad.2011.04.010,data/pdfs/REFINE-0179.pdf,landing_page_unresolved,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0180,"Patients with primary biliary cholangitis and fatigue present with depressive symptoms and selected cognitive deficits, but with normal attention performance and brain structure",10.1371/journal.pone.0190005,data/pdfs/REFINE-0180.pdf,downloaded,openalex,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0190005&type=printable,Patients with primary biliary cholangitis and,100.0,10.5061/dryad.,validated,Title similarity 100.0% >= 85% threshold
REFINE-0181,Gray matter reorganization underpinnings of antidepressant treatment of persistent depressive disorder,10.1016/j.euroneuro.2020.12.009,data/pdfs/REFINE-0181.pdf,landing_page_unresolved,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0182,Pattern of brain atrophy in elderly patients with depression revealed by voxel-based morphometry,10.1016/j.pscychresns.2007.12.018,data/pdfs/REFINE-0182.pdf,landing_page_unresolved,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0183,Depression and agitation factors are related to regional brain atrophy and faster longitudinal cognitive decline in mild cognitive impairment,10.3233/jad-230929,data/pdfs/REFINE-0183.pdf,publisher_403,none,https://doi.org/10.3233/jad-230929,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0184,Depressive symptoms combined with auditory hallucinations are accompanied with severe gray matter brain impairments in patients with first-episode untreated schizophrenia – A pilot study in China,10.1016/j.neulet.2020.135033,data/pdfs/REFINE-0184.pdf,landing_page_unresolved,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0185,"Brain morphometry points to emerging patterns of psychosis, depression, and anxiety vulnerability over a 2-year period in childhood",10.1017/s0033291721005304,data/pdfs/REFINE-0185.pdf,downloaded,openalex_landing_page,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/867DF63762DEF289F6829258030CCC87/S0033291721005304a.pdf/div-class-title-brain-morphometry-points-to-emerging-patterns-of-psychosis-depression-and-anxiety-vulnerability-over-a-2-year-period-in-childhood-div.pdf,Brain morphometry points to emerging,100.0,10.1017/S0033291721005304,validated,DOI 10.1017/S0033291721005304 found in PDF matches expected DOI 10.1017/s0033291721005304
REFINE-0186,Correlation between gray matter volume in the temporal lobe and depressive symptoms in patients with Alzheimer’s disease,10.1016/j.neulet.2013.05.021,data/pdfs/REFINE-0186.pdf,landing_page_unresolved,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0187,Apathy in persons living with HIV disease: A systematic narrative review,10.1016/j.jad.2024.01.016,data/pdfs/REFINE-0187.pdf,landing_page_unresolved,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0188,Association of major depressive disorder with altered functional brain response during anticipation and processing of heat pain,10.1001/archpsyc.65.11.1275,data/pdfs/REFINE-0188.pdf,publisher_403,none,https://doi.org/10.1001/archpsyc.65.11.1275,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0189,Amygdala grey matter volume increase in gambling disorder with depression symptoms of clinical relevance: A voxel-based morphometry study,10.1080/14459795.2018.1452276,data/pdfs/REFINE-0189.pdf,publisher_403,none,https://doi.org/10.1080/14459795.2018.1452276,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0190,Anatomic location and laterality of MRI signal hyperintensities in late-life depression,10.1016/s0022-3999(02)00425-7,data/pdfs/REFINE-0190.pdf,landing_page_unresolved,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0191,Antidepressant Exposure May Protect Against Decrement in Frontal Gray Matter Volumes in Geriatric Depression,10.4088/jcp.v66n0801,data/pdfs/REFINE-0191.pdf,landing_page_unresolved,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0192,Development of disordered eating behaviors and comorbid depressive symptoms in adolescence: Neural and psychopathological predictors,10.1016/j.biopsych.2020.06.003,data/pdfs/REFINE-0192.pdf,downloaded,openalex,https://kclpure.kcl.ac.uk/ws/files/132753533/Development_of_disordered_eating_ZHANG_Acc3JunEpub10Jun2020_GREEN_AAM.pdf,King’s Research Portal,50.0,10.1016/j.biopsych.2020.06.003,validated,DOI 10.1016/j.biopsych.2020.06.003 found in PDF matches expected DOI 10.1016/j.biopsych.2020.06.003
REFINE-0193,Brain density in depression: Methodological and psychopathological aspects,10.1111/j.1600-0447.1988.tb06392.x,data/pdfs/REFINE-0193.pdf,publisher_403,none,https://doi.org/10.1111/j.1600-0447.1988.tb06392.x,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0194,Structural and functional improvement of amygdala sub-regions in postpartum depression after acupuncture,10.3389/fnhum.2023.1163746,data/pdfs/REFINE-0194.pdf,publisher_403,none,https://doaj.org/article/e966d556c9d24583bb63abfa6674d2f1,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0195,Hippocampal and parahippocampal volume and function predict antidepressant response in patients with major depression: A multimodal neuroimaging study,10.1177/02698811231190859,data/pdfs/REFINE-0195.pdf,publisher_403,none,https://journals.sagepub.com/doi/pdf/10.1177/02698811231190859,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0196,Bidirectional associations between perinatal allopregnanolone and depression severity with postpartum gray matter volume in adult women,10.1111/acps.13723,data/pdfs/REFINE-0196.pdf,publisher_403,none,https://doi.org/10.1111/acps.13723,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0197,Neutrophil to lymphocyte ratio is a transdiagnostic biomarker of depression and structural and functional brain alterations in older adults,10.1016/j.jneuroim.2022.577831,data/pdfs/REFINE-0197.pdf,pmc_fulltext_no_pdf,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0198,Neuromodulation in response to electroconvulsive therapy in schizophrenia and major depression,10.1016/j.brs.2017.01.578,data/pdfs/REFINE-0198.pdf,publisher_403,none,https://doaj.org/article/2f52722b285c42dbb9f2745274457abb,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0199,Anatomical correlates of quality of life: Evidence from voxel-based morphometry,10.1002/hbm.22294,data/pdfs/REFINE-0199.pdf,publisher_403,none,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hbm.22294?download=true,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0200,Brain structures and functional connectivity in neglected children with no other types of maltreatment,10.1016/j.neuroimage.2024.120589,data/pdfs/REFINE-0200.pdf,publisher_403,none,https://doaj.org/article/65a2ca2692a14d7da984eaa7f5954827,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0201,Hyperconnectivity and altered interactions of a nucleus accumbens network in post-stroke depression,10.1093/braincomms/fcac281,data/pdfs/REFINE-0201.pdf,publisher_403,none,https://academic.oup.com/braincomms/article-pdf/4/6/fcac281/47161022/fcac281.pdf,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0202,Neuroanatomical predictors of response to subcallosal cingulate deep brain stimulation for treatment-resistant depression,10.1503/jpn.180207,data/pdfs/REFINE-0202.pdf,publisher_403,none,https://doi.org/10.1503/jpn.180207,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0203,Effects of the BDNF Val66Met Polymorphism on Gray Matter Volume in Typically Developing Children and Adolescents,10.1093/cercor/bhw020,data/pdfs/REFINE-0203.pdf,publisher_403,none,https://academic.oup.com/cercor/article-pdf/26/4/1795/7005145/bhw020.pdf,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0204,"Comparison of brain structural variables, neuropsychological factors, and treatment outcome in early-onset versus late-onset late-life depression",10.1016/j.jagp.2013.02.005,data/pdfs/REFINE-0204.pdf,pmc_fulltext_no_pdf,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0205,Neural Correlates of the Cortisol Awakening Response in Humans,10.1038/npp.2015.77,data/pdfs/REFINE-0205.pdf,invalid_pdf_title_mismatch,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0206,Patterns of reduced cortical thickness in late-life depression and relationship to psychotherapeutic response,10.1016/j.jagp.2013.01.013,data/pdfs/REFINE-0206.pdf,publisher_403,none,https://escholarship.org/uc/item/07s2k1hk,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0207,Prefrontal cortex and amygdala volume in first minor or major depressive episode after cancer diagnosis,10.1016/j.biopsych.2005.08.018,data/pdfs/REFINE-0207.pdf,landing_page_unresolved,none,,,0.0,,missing_pdf,PDF file not found on disk
REFINE-0208,Neuropsychological functioning and MRI signal hyperintensities in geriatric depression,,data/pdfs/REFINE-0208.pdf,publisher_403,none,https://www.ahajournals.org/doi/pdf/10.1161/STR.0b013e3182299496,,0.0,,missing_pdf,PDF file not found on disk
